"space"
"http://ichoose.tw.rpi.edu/"
"http://bio2rdf.org/biomodels:"
"http://data.linkedopendata.it/cap/resource/"
"http://data.fundacionctic.org/dataset-catalog/"
"http://el.dbpedia.org/resource/"
"http://kent.zpr.fer.hr:8080/educationalProgram/resource"
"http://enipedia.tudelft.nl/wiki/"
"http://resource.geolba.ac.at/"
"http://lod.gesis.org/thesoz/"
"http://lexvo.org/id/"
"http://nuts.psi.enakting.org/id/"
"http://ibm.rkbexplorer.com/id/"
"http://logd.tw.rpi.edu/"
"http://purl.org/twc/hub/"
"http://www.rdfabout.com/rdf/usgov/geo/"
"http://purl.org/science/plasmid/addgene/"
"http://red.gnoss.com/comunidad/buscaempresas"
"http://aemet.linkeddata.es/resource/"
"http://agrinepaldata.com/"
"http://aims.fao.org/aos/agrovoc/"
"http://purl.org/allie/"
"http://purl.org/collections/nl/am/"
"http://data.archiveshub.ac.uk/"
"http://purl.org/twc/arrayexpress/E-MTAB-104/"
"http://gnoss.com/comunidad/Arthroscopy"
"http://purl.org/ASN/schema/core/"
"http://athelia.com"
"http://www.bbc.co.uk/music/artist/"
"http://www.bbc.co.uk/programmes"
"http://www.bbc.co.uk/nature/"
"http://fintrans.publicdata.eu/ec/resource/"
"http://berlin.offenerhaushalt.de/classifier/berlin/"
"http://bfs.270a.info/dataset/"
"http://data.bibbase.org/"
"http://bibleontology.com/resource/"
"http://red.gnoss.com/comunidad/Biblioteca-Escolar-Digital"
"http://bio2rdf.org/affymetrix:"
"http://bio2rdf.org/ctd:"
"http://bio2rdf.org/drugbank:"
"http://bio2rdf.org/"
"http://bio2rdf.org/goa:"
"http://bio2rdf.org/hgnc:"
"http://bio2rdf.org/hhpid"
"http://bio2rdf.org/homologene:"
"inoh "
"http://bio2rdf.org/interpro:"
"http://bio2rdf.org/iproclass:"
"http://bio2rdf.org/mgi:"
"ncbigene"
"http://bio2rdf.org/omim:"
"http://bio2rdf.org/unists"
"http://logd.tw.rpi.edu/source/congress-gov/dataset/biographical-directory-of-the-united-states-congress/version/2012-Jan-04/"
"http://helheim.deusto.es/bizkaisense/resource/"
"http://bnb.data.bl.uk/id/"
"http://ligadonospoliticos.com.br/politico/"
"http://collection.britishmuseum.org/id/"
"http://business.data.gov.uk/id/company/"
"http://www.calames.abes.fr/pub/ms/"
"http://dati.camera.it/ocd/"
"http://chem2bio2rdf.org/bindingdb/"
"http://data.kasabi.com/dataset/chempedia-rdf/"
"http://chroniclingamerica.loc.gov/"
"http://reegle.info"
"http://finance.data.gov.uk/def/coins/"
"http://colinda.org/resource/"
"http://purl.org/weso/pscs/cn/2012/resource"
"http://core.kmi.open.ac.uk/data/"
"http://purl.org/vocabularies/cornetto/"
"http://vocabulary.wolterskluwer.de/court"
"http://purl.org/weso/pscs/cpa/2008/resource"
"http://purl.org/weso/pscs/cpv/2003/resource"
"http://purl.org/weso/pscs/cpv/2008/resource"
"http://140.109.28.64:2020/resource/"
"http://www.cnr.it/ontology/cnr/individuo/"
"http://stats.data-gov.ie/"
"http://reference.data.gov.uk/id/"
"http://climb.dataincubator.org/"
"http://metoffice.dataincubator.org/"
"http://smcjournals.dataincubator.org/"
"http://data.open.ac.uk/resource/"
"http://datos.bcn.cl/recurso/"
"http://datos.bne.es/resource/"
"http://researchgroups.gnoss.com"
"http://eudbpedia.deusto.es/resource/"
"http://fr.dbpedia.org/resource/"
"http://ja.dbpedia.org/resource/"
"http://dbpedialite.org/things/"
"http://nl.dbpedia.org/resource/"
"http://pt.dbpedia.org/resource/"
"http://dbtropes.org/resource/"
"http://dbtune.org/artists/last-fm/"
"http://dbtune.org/last-fm/"
"http://dbtune.org/classical/resource/"
"http://dbtune.org/bbc/peel/"
"http://dbtune.org/magnatune/artist/"
"http://dbtune.org/musicbrainz/"
"http://dbtune.org/myspace/"
"http://www.dcs.shef.ac.uk/"
"http://packages.qa.debian.org/"
"http://deusto.gnoss.com/en/community/deustoEntrepreneurship"
"http://deusto.gnoss.com"
"http://dewey.info/"
"http://diavgeia.math.auth.gr/resource/"
"http://d-nb.info/gnd/"
"http://purl.org/net/hifm/data#"
"http://alaska.eagle-i.net/i/"
"http://cdrewu.eagle-i.net/i/"
"http://dartmouth.eagle-i.net/i/"
"http://famu.eagle-i.net/i/"
"http://harvard.eagle-i.net/i/"
"http://hawaii.eagle-i.net/i/"
"http://jsu.eagle-i.net/i/"
"http://montana.eagle-i.net/i/"
"http://msm.eagle-i.net/i/"
"http://ohsu.eagle-i.net/i/"
"http://psm.eagle-i.net/i/"
"http://tsu.eagle-i.net/i/"
"http://uccaribe.eagle-i.net/i/"
"http://upr.eagle-i.net/i/"
"http://utep.eagle-i.net/i/"
"http://utsa.eagle-i.net/i/"
"http://eagle-i/ea/vanderbilt.edu/i/"
"http://xula.eagle-i.net/i/"
"http://ecb.270a.info/dataset/"
"http://ecb.publicdata.eu/"
"http://data.kasabi.com/dataset/ecco-tcp-eighteenth-century-collections-online-texts/"
"http://rdf.ecs.soton.ac.uk/ontology/ecs#"
"http://education.data.gov.uk/doc/institution"
"http://www.eea.europa.eu/publications"
"http://rod.eionet.europa.eu"
"http://rdfdata.eionet.europa.eu/"
"http://webenemasuno.linkeddata.es/elviajero/resource/"
"http://co2emission.psi.enakting.org/id/"
"http://crime.psi.enakting.org/id/"
"http://energy.psi.enakting.org/def/"
"http://mortality.psi.enakting.org/id/"
"http://nhs.psi.enakting.org/id/nhs/"
"http://population.psi.enakting.org/id/"
"ttp://opendatacommunities.org/id/IMD/2010/IMD-rank/LSOA/"
"http://opendatacommunities.org/id/IMD/2010/IMD-score/LSOA/"
"http://opendatacommunities.org/resources/"
"http://data.kasabi.com/dataset/english-heritage/"
"http://environment.data.gov.uk/data/bathing-water-quality/"
"http://linkeddata.ge.imati.cnr.it:2020/resource/EARTh/"
"http://epo.publicdata.eu/ebd/id/"
"http://id.esd.org.uk/"
"http://agencies.publicdata.eu/r/"
"http://institutions.publicdata.eu/#"
"http://eupmedia.publicdata.eu/data/"
"http://whoiswho.publicdata.eu/data/"
"http://eumida.publicdata.eu/data/"
"http://eunis.eea.europa.eu/"
"http://eur-lex.publicdata.eu/ontology/"
"http://eurobarometer.publicdata.eu/data/"
"http://elections.publicdata.eu/data/"
"http://data.europeana.eu"
"http://ec.europa.eu/eurostat/"
"http://www.bedlamtheatre.co.uk/"
"http://data.linkedevents.org/"
"http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/"
"http://fao.270a.info/dataset/"
"http://rdf.farmbio.uu.se/chembl/"
"http://logd.tw.rpi.edu/source/data-gov/dataset/4383/version/2011-Nov-29/"
"http://data.kasabi.com/dataset/federal-reserve-economic-data"
"http://www.yso.fi/onto/kunnat/"
"http://data.fishesoftexas.org:8080/fish/"
"http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/"
"http://rdf.freebase.com/"
"http://www4.wiwiss.fu-berlin.de/cordis/resource/"
"http://www4.wiwiss.fu-berlin.de/dailymed/resource/"
"http://www4.wiwiss.fu-berlin.de/dblp/resource/"
"http://www4.wiwiss.fu-berlin.de/diseasome/resource/"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/"
"http://www4.wiwiss.fu-berlin.de/eccompetition/resource/"
"http://www4.wiwiss.fu-berlin.de/euraxess/resource/"
"http://www4.wiwiss.fu-berlin.de/eures/resource/"
"http://www4.wiwiss.fu-berlin.de/eurostat/resource/"
"http://www4.wiwiss.fu-berlin.de/medicare/resource/"
"http://www4.wiwiss.fu-berlin.de/gutendata/resource/"
"http://www4.wiwiss.fu-berlin.de/sider/resource/"
"http://www4.wiwiss.fu-berlin.de/stitch/resource/"
"http://products.garnicaplywood.com/comunidad/garnicacatalogo"
"http://data.beeldengeluid.nl/gtaa/"
"http://www.eionet.europa.eu/gemet/"
"http://geo.linkeddata.es/resource/"
"http://sws.geonames.org/"
"http://lod.geospecies.org/"
"http://geowordnet.semanticmatching.org/3.0/"
"http://vocabulary.wolterskluwer.de/arbeitsrecht"
"http://data.kasabi.com/dataset/global-hunger-index"
"http://gnoss.com/"
"http://linkeddata.few.vu.nl/googleart/museums/"
"http://govwild.org/id/"
"http://www.rdfabout.com/rdf/usgov/"
"http://wordnet.okfn.gr/"
"http://data.linkedopendata.it/grrt/resource/"
"http://www.gutenberg.org/"
"http://lod.hebis.de/resource/"
"http://helheim.deusto.es/hedatuz/resource/"
"http://greek-lod.math.auth.gr/fire-brigade/resource"
"http://greek-lod.math.auth.gr/police/resource/"
"http://nektar.oszk.hu/"
"http://www.idref.fr/"
"http://imf.270a.info/dataset/"
"http://www.insemtives.eu/lod.php"
"http://iserve.kmi.open.ac.uk/iserve/resource/"
"http://purl.org/weso/pscs/isic/v4/resource"
"http://data.linkedopendata.it/scuole/resource/"
"http://dbtune.org/jamendo/"
"http://www.kanzaki.com/works/2011/stat/ra/"
"http://bnb.bibliographica.org/"
"http://aims.fao.org/aos/jita/"
"http://www.johngoodwin.me.uk/family/"
"http://greek-lod.math.auth.gr/kalikratis/resource/"
"http://data.kdata.kr/resource/"
"http://knoesis.wright.edu/ssw/"
"http://dblp.l3s.de/d2r/resource/"
"http://data.linkededucation.org/resource/"
"http://id.loc.gov/"
"http://libris.kb.se/bib/"
"http://libver.math.auth.gr/resource"
"http://www.lingvoj.org"
"http://cbasewrap.ontologycentral.com/"
"http://edgarwrap.ontologycentral.com/"
"http://estatwrap.ontologycentral.com/id/"
"http://linkedlifedata.com/resource/"
"http://purl.org/net7/vocab/locs/v1#"
"http://ecowlim.tfri.gov.tw/lode/resource/"
"http://km.aifb.kit.edu/projects/numbers/web/"
"http://lov.okfn.org/dataset/lov/lov#"
"http://soa4all.isoco.net/luf/"
"http://linkedct.org/resource/"
"http://www.linkedfood.org/resource/"
"http://linkedgeodata.org/"
"http://purl.org/NET/lccn/"
"http://linkedmarkmail.wikier.org/"
"http://data.linkedmdb.org/resource/"
"http://id.sgcb.mcu.es/"
"http://lobid.org/organisation/"
"http://purl.org/colors/"
"http://lod.ac/bdls/"
"http://lofd.tw.rpi.edu/"
"http://sw.unime.it/loius/"
"http://www.london-gazette.co.uk/"
"http://www.linkedopenservices.org/services/geo/SpatialResources/point/ICAO/"
"http://www.lotico.com/resource/"
"http://www.readinglists.manchester.ac.uk/"
"http://purl.org/NET/marccodes/"
"http://purl.org/meducator/resources/"
"http://mismuseos.net/"
"http://www.morelab.deusto.es/resource/"
"http://msc2010.org/resources/MSC/2010/msc2010/ "
"http://bund.offenerhaushalt.de/"
"http://rdf.muninn-project.org/ww1"
"http://data.linkedopendata.it/data/musei/resource/"
"http://my-family-lineage.com/wiki/"
"http://n-lex.publicdata.eu/ontology"
"http://purl.org/weso/pscs/naics/2007/resource"
"http://purl.org/weso/pscs/naics/2012/resource"
"http://lod.nal.usda.gov/"
"http://id.ndl.go.jp/auth/ndlna/"
"http://data.nobelprize.org/resource/"
"http://purl.org/weso/nomenclator/"
"http://data.lenka.no/geo"
"http://resourcelists.ntu.ac.uk/"
"http://www.ntnu.no/ub/digital/"
"http://www.ntnu.no/ub/data/nvd/2003/"
"http://vocab.nerc.ac.uk/"
"http://data.nytimes.com/"
"http://data.oceandrilling.org/codices/"
"http://iodp-usio.org/lithology/"
"http://chronos.org/taxa/"
"http://data.oceandrilling.org/januslod/"
"http://chronos.org/janusamp/"
"http://data.oceandrilling.org/source/ldeo/dataset/logs/"
"http://id.worldcat.org/fast/"
"http://opendatacommunities.org/id/"
"http://opendatacommunities.org/id/geography/lsoa/"
"http://opendatacommunities.org/id"
"http://oecd.270a.info/dataset/"
"http:miuras.inf.um.es/ogolod/resource/Gene/67440"
"http://www.ontosearch.com/2008/01/identification#"
"http://vocabulary.semantic-web.at/OpenData/"
"http://openelectiondata.org/parties/"
"http://en.openei.org/"
"http://d.opencalais.com/"
